NC_001224.1	NC_001224.1_RagTag	0.0	7099	3844	4087	85
NC_001224.1	NC_001224.1_RagTag	0.0	5323	2882	3329	85
NC_001224.1	NC_001224.1_RagTag	0.0	5088	2755	2886	85
NC_001224.1	NC_001224.1_RagTag	0.0	5066	2743	3132	85
NC_001224.1	NC_001224.1_RagTag	0.0	4793	2595	2722	85
NC_001224.1	NC_001224.1_RagTag	0.0	4412	2389	2833	85
NC_001224.1	NC_001224.1_RagTag	0.0	4394	2379	2615	85
NC_001224.1	NC_001224.1_RagTag	0.0	4270	2312	2433	85
NC_001224.1	NC_001224.1_RagTag	0.0	4257	2305	2372	85
NC_001224.1	NC_001224.1_RagTag	0.0	3685	1995	2020	85
NC_001224.1	NC_001224.1_RagTag	0.0	3651	1977	2450	85
NC_001224.1	NC_001224.1_RagTag	0.0	2769	1499	1975	85
NC_001224.1	NC_001224.1_RagTag	0.0	2654	1437	1617	85
NC_001224.1	NC_001224.1_RagTag	0.0	2639	1429	1639	85
NC_001224.1	NC_001224.1_RagTag	0.0	2621	1419	1614	85
NC_001224.1	NC_001224.1_RagTag	0.0	2481	1343	1495	85
NC_001224.1	NC_001224.1_RagTag	0.0	2388	1293	1326	85
NC_001224.1	NC_001224.1_RagTag	0.0	2222	1203	1569	85
NC_001224.1	NC_001224.1_RagTag	0.0	2193	1187	1287	85
NC_001224.1	NC_001224.1_RagTag	0.0	2041	1105	1420	85
NC_001224.1	NC_001224.1_RagTag	0.0	1810	980	1045	85
NC_001224.1	NC_001224.1_RagTag	0.0	1738	941	1082	85
NC_001224.1	NC_001224.1_RagTag	0.0	1663	900	999	85
NC_001224.1	NC_001224.1_RagTag	0.0	1611	872	899	85
NC_001224.1	NC_001224.1_RagTag	0.0	1600	866	1204	85
NC_001224.1	NC_001224.1_RagTag	0.0	1585	858	1326	85
NC_001224.1	NC_001224.1_RagTag	0.0	1554	841	1009	85
NC_001224.1	NC_001224.1_RagTag	0.0	1493	808	929	85
NC_001224.1	NC_001224.1_RagTag	0.0	1474	798	801	85
NC_001224.1	NC_001224.1_RagTag	0.0	1421	769	772	85
NC_001224.1	NC_001224.1_RagTag	0.0	1363	738	960	85
NC_001224.1	NC_001224.1_RagTag	0.0	1258	681	819	85
NC_001224.1	NC_001224.1_RagTag	0.0	1253	678	822	85
NC_001224.1	NC_001224.1_RagTag	0.0	1225	663	767	85
NC_001224.1	NC_001224.1_RagTag	0.0	1192	645	663	85
NC_001224.1	NC_001224.1_RagTag	0.0	1179	638	739	85
NC_001224.1	NC_001224.1_RagTag	0.0	1149	622	660	85
NC_001224.1	NC_001224.1_RagTag	0.0	922	499	534	85
NC_001224.1	NC_001224.1_RagTag	0.0	867	469	559	85
NC_001224.1	NC_001224.1_RagTag	0.0	826	447	500	85
NC_001224.1	NC_001224.1_RagTag	0.0	730	395	701	85
NC_001224.1	NC_001224.1_RagTag	0.0	688	372	409	85
NC_001224.1	NC_001224.1_RagTag	1.64e-167	593	321	698	85
NC_001224.1	NC_001224.1_RagTag	4.60e-163	579	313	406	85
NC_001224.1	NC_001224.1_RagTag	2.79e-155	553	299	500	85
NC_001224.1	NC_001224.1_RagTag	6.03e-152	542	293	592	85
NC_001224.1	NC_001224.1_RagTag	1.69e-147	527	285	363	85
NC_001224.1	NC_001224.1_RagTag	2.19e-146	523	283	293	85
NC_001224.1	NC_001224.1_RagTag	6.12e-142	508	275	495	85
NC_001224.1	NC_001224.1_RagTag	1.32e-138	497	269	576	85
NC_001224.1	NC_001224.1_RagTag	7.97e-136	488	264	514	85
